Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,life_share,kitchen_share
7104,41,2.0,46.03959619119348,30.37711001145225,5.0,3,9.0,1971,0.175054867,B,B,36,10055,3,900.0,1,0,B,89976.30228550202,151.5601588625002,16.4597619658848
8499,28,1.0,36.31289643592776,23.310355320080067,9.0,2,10.0,1972,0.118537385,B,B,30,6207,1,1183.0,1,0,B,147065.20372954253,155.7801068980146,38.60945007666699
8085,9,3.0,60.94625455788204,37.13461082903153,6.0,11,9.0,1976,0.13012277,B,B,8,1986,0,900.0,0,0,B,212408.01184620737,164.12250780943899,16.1574333648577
1216,85,2.0,58.12161915269322,34.34500890506353,9.0,8,16.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,272583.8555303725,169.22872057873968,26.20468093305143
11819,75,3.0,55.45190005508128,37.01002168715731,5.0,4,5.0,1963,0.122090347,B,B,29,6566,7,1894.0,4,0,B,204562.7629575032,149.82941789067746,13.50985428288746
9131,23,1.0,38.93457647551013,32.781260192155735,1.0,17,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,107528.2028809254,118.77083506639208,3.0505233604145916
3893,39,1.0,35.802254038565955,20.598622211484205,9.0,9,12.0,1970,0.428825818,B,B,25,5011,8,730.0,0,2,B,181888.65155540872,173.8089745565865,43.69224265389116
4784,10,2.0,44.53744011159685,32.10327356738191,5.0,8,9.0,1971,0.282797669,B,B,33,8667,2,900.0,0,6,B,209000.0644285634,138.7317714441698,15.574735671443118
9953,23,2.0,66.7994175499937,32.781260192155735,1.0,10,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,169584.42549847974,203.77318369834424,3.0505233604145916
5104,27,1.0,38.15142210116833,32.781260192155735,0.0,24,25.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,118939.00603397538,116.38180435265153,0.0
11254,109,2.0,61.923964718258325,38.85145056514002,10.0,16,17.0,2002,0.093442564,B,B,23,4635,5,3300.0,2,4,B,387514.9370804338,159.38649347064643,25.739064705534144
843,27,2.0,44.86039478479935,32.92041283711911,6.0,2,5.0,1969,0.211401214,B,B,9,1892,0,900.0,0,1,B,111643.65549821038,136.26923516043342,18.22577386767992
715,44,1.0,32.777610479996945,22.44844963058196,5.0,8,9.0,1967,0.036122292,B,B,24,4378,0,1036.0,1,1,B,170455.93074717122,146.01280275205897,22.273253085542276
9958,30,1.0,32.84351500933907,32.781260192155735,1.0,12,11.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,64927.35871142701,100.1899097741161,3.0505233604145916
15730,30,1.0,35.02179245955677,35.14540590370423,1.0,2,14.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,116061.905581464,99.64827993597186,2.845322096264658
6375,8,2.0,79.57466452385141,40.01931825088767,12.0,4,14.0,2002,0.43788524,B,B,23,5735,3,1084.0,0,5,B,356879.0083990236,198.840629980213,29.985518305859266
9902,48,3.0,84.0282024373707,48.66909268379717,9.0,15,25.0,2015,0.041124634,B,B,46,9515,5,900.0,1,10,B,291778.9267418421,172.65208329093264,18.49222885347987
14067,11,1.0,35.03133969135668,15.485105446049,6.0,3,9.0,1974,0.0001696759999999,B,B,36,5992,0,900.0,1,1,B,157873.5315682102,226.22603257955126,38.74691083573403
10480,52,2.0,64.20729252044094,64.02902435510781,1.0,7,17.0,2014,0.371148999,B,B,34,7065,1,750.0,2,5,B,163579.1306312849,100.27841774434114,1.5617917187898345
9830,72,2.0,42.70811046583046,26.00144614229284,6.0,12,14.0,1970,0.210473241,B,B,11,2398,2,1994.0,3,0,B,204667.9276057856,164.25282744702142,23.075639590063634
11255,2,2.0,47.37471722875285,29.77099506130334,5.0,2,9.0,1971,0.309479124,B,B,35,7715,4,990.0,0,6,B,242672.45281568723,159.13044603044196,16.79487027458835
14713,27,2.0,62.22842998219761,32.781260192155735,1.0,6,1.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,234771.055684384,189.8292793426176,3.0505233604145916
3615,30,1.0,43.34166034483578,32.781260192155735,0.0,11,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,102666.19176218892,132.2147473610763,0.0
205,78,2.0,62.80742240631326,36.501912184223954,10.0,2,14.0,2006,0.092290642,B,B,21,4346,2,165.0,1,2,B,287786.5215156788,172.06611557588067,27.395825044809506
2855,18,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000,0.0,B,B,30,5562,0,900.0,0,5,A,267609.8272514647,186.7988438409878,30.26623846802995
955,54,2.0,38.77772808511403,20.977468649852742,6.0,8,9.0,1970,0.006076152,B,B,30,5285,0,645.0,6,6,B,186442.50020872915,184.85418203871916,28.602116395212057
3018,55,1.0,33.514753751130925,33.142839456907694,6.0,11,9.0,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B,151830.95690947323,101.12215579690084,18.10345793637023
14441,30,1.0,42.580525078257935,32.781260192155735,1.0,6,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,116553.62541004624,129.8928864499452,3.0505233604145916
15026,12,1.0,40.46949335930998,24.7749211175816,8.0,4,14.0,1992,0.090799103,B,B,74,19083,2,900.0,5,15,B,164463.0395533964,163.34862648902916,32.290718351965914
2607,88,2.0,37.51949969359575,23.979133118648974,6.0,5,14.0,1972,0.127375905,B,B,43,8429,3,900.0,3,9,B,179182.10205899528,156.46728973874457,25.02175524991643
14267,6,2.0,65.7294257095549,32.781260192155735,0.0,4,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,171906.6417747303,200.5091485936327,0.0
8115,9,2.0,57.08555021824956,28.421651870316055,9.0,14,15.0,2007,0.161531741,B,B,25,5648,1,30.0,2,4,B,202593.41393927732,200.8523307467236,31.665999010422464
2793,23,3.0,73.63035457833837,70.71666541678985,10.0,3,17.0,2018,0.005767451,B,B,1,388,0,900.0,0,0,B,109873.36601963465,104.12022985582792,14.140938265488062
1774,93,1.0,39.742737273435466,19.12578720585347,10.0,14,17.0,1982,0.050900058,B,B,43,10621,1,30.0,2,3,B,142874.081815111,207.79660907903522,52.28542957405428
15003,3,1.0,40.025525446364725,21.32414869968272,8.0,14,12.0,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B,157367.7197215242,187.70046115351025,37.516151817676224
12171,21,2.0,46.83286955905359,32.23673013360632,5.0,6,5.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B,75234.30129673147,145.27797752735165,15.510257955063416
5588,27,1.0,41.74920179206493,32.781260192155735,1.0,12,1.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,126210.11454756184,127.3569153453568,3.0505233604145916
2626,27,1.0,50.873129285558605,5.871816419022681,1.0,6,17.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,149885.22962846182,866.3950923388379,17.03050519018853
9338,91,2.0,41.96202156738234,23.252148318729702,7.0,5,12.0,1969,0.333891544,B,B,30,6564,1,900.0,0,0,B,175868.08203478975,180.4651380689059,30.104745179014152
8077,101,1.0,33.50068024516579,21.63635567291512,5.0,7,5.0,1965,0.225824954,A,B,41,6558,7,1548.0,3,2,B,146258.01081839864,154.8351337517653,23.109252203036732
8464,103,1.0,55.13938607994008,24.4226292922436,12.0,25,16.0,2008,0.151346216,B,A,32,5889,10,830.0,4,1,B,425716.9519847653,225.77170303875448,49.13475881899042
12549,15,2.0,55.73499476971301,30.35602468693254,9.0,7,12.0,2009,0.158249043,B,B,21,5731,0,900.0,1,0,B,227478.6879975081,183.6043926848743,29.64815087884106
14207,170,3.0,76.0916013065407,49.61601231222922,10.0,18,17.0,1989,0.21843974,B,B,21,4472,6,1450.0,4,7,A,358752.6606149075,153.3609771533087,20.154783776396368
8404,111,3.0,79.3233062354536,46.3399820291304,10.0,22,22.0,2008,0.135649789,B,B,46,7960,6,350.0,3,11,B,468765.6795863106,171.1768169991717,21.579637199068756
14401,46,2.0,56.59158557317393,37.604037001887846,9.0,4,5.0,1935,0.150817539,B,B,16,3433,4,2643.0,4,5,B,253797.53949035628,150.493378065586,23.93360053216672
4379,19,1.0,33.50736549813837,21.33341625088943,5.0,7,5.0,1961,0.309479124,B,B,35,7715,4,990.0,0,6,B,153017.94491855532,157.0651652978523,23.437408904406205
10960,23,2.0,74.08631056400792,70.44499107108773,1.0,1,4.0,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,127695.86045616162,105.16902541622248,1.4195473443823368
9091,9,1.0,46.151442269317066,43.3355928630229,1.0,4,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,125032.71581416912,106.49777520107924,2.3075719839828777
10187,5,1.0,50.35536449689138,50.53649350102669,1.0,5,1.0,2017,0.150817539,B,B,16,3433,4,2643.0,4,5,B,295513.95516874304,99.6415877090253,1.9787680757464585
9537,46,2.0,40.94170685068898,22.154237554078254,7.0,7,12.0,1974,0.0,B,B,47,11319,0,1145.0,3,5,B,190937.7302769741,184.8030506613045,31.596663992218538
7035,9,1.0,43.591764157150735,32.781260192155735,1.0,6,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,129277.64144509476,132.97769488307182,3.0505233604145916
5548,86,5.0,275.6452840757745,233.94930927416888,26.0,12,37.0,2011,0.161975568,B,A,31,7010,5,4508.0,3,7,B,455264.8826664848,117.82265351881908,11.113518599676732
12384,47,1.0,38.623489687861,20.53343866170441,7.0,6,14.0,2006,0.197367951,B,B,8,2423,1,32.0,0,1,B,162818.7164109586,188.1004459321038,34.09073421810858
9056,9,1.0,40.18729203274874,24.3504577391913,8.0,3,14.0,1990,0.161531741,B,B,25,5648,1,30.0,2,4,B,134109.5419477325,165.0371112657507,32.85359185311844
238,88,5.0,90.76227626440684,70.99178952232285,5.0,1,9.0,1972,0.127375905,B,B,43,8429,3,900.0,3,9,B,289683.93917396915,127.84897644518077,7.043067985246078
11667,13,2.0,58.530653658598006,34.42565854123065,8.0,4,14.0,1987,0.090799103,B,B,74,19083,2,900.0,5,15,B,267230.76222433767,170.02043283644807,23.23848065366309
7077,119,3.0,59.97179840473402,47.83106704584336,5.0,2,5.0,1966,0.000995363,B,B,42,7651,1,900.0,1,5,B,197863.70878904624,125.38252250834057,10.453456945059962
11218,53,2.0,45.76521590428396,26.86341811772539,6.0,8,14.0,1976,0.313924552,B,B,22,4625,11,3855.0,2,10,B,227510.9589997448,170.3625938580263,22.335206836694386
9410,90,1.0,36.280271217154045,23.217496579185205,9.0,12,12.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B,162688.69940040435,156.26263190528385,38.76386917644092
13162,6,1.0,39.32420586370022,32.781260192155735,0.0,22,0.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,132023.09688893743,119.95940861696998,0.0
3870,45,2.0,66.68051893819298,32.781260192155735,1.0,10,1.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,317690.7437544009,203.41048070552526,3.0505233604145916
6892,144,2.0,57.52189594833132,34.43792551471483,9.0,2,5.0,1964,0.306977489,B,B,27,5148,14,1575.0,5,7,B,240812.4311363028,167.03066485161264,26.13397835521315
6109,1,2.0,52.02234463543012,31.276837518818297,8.0,14,14.0,1989,0.025609157,B,B,33,5261,0,240.0,3,1,B,195526.30988327984,166.32865968028224,25.578033569367907
15890,161,1.0,40.63337129390754,23.54060591462207,8.0,8,17.0,2000,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B,198819.511617455,172.6097086934726,33.98383214525018
4992,25,3.0,82.19914537872707,80.39256108275828,10.0,17,15.0,2017,0.069753361,B,B,53,13670,4,900.0,1,11,B,312935.5787838138,102.24720331288992,12.438961845867468
10737,27,1.0,35.12524951042297,24.13038854840841,9.0,4,12.0,1977,0.07542368,B,B,11,3097,0,900.0,0,0,B,125903.06092030808,145.56437597329844,37.29736875949982
9004,1,2.0,64.01919201178792,32.781260192155735,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,175737.29377184095,195.2920407468263,3.0505233604145916
14355,1,2.0,64.87173629348172,32.781260192155735,1.0,16,24.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,214948.9806511477,197.8927469939211,3.0505233604145916
16269,37,1.0,39.74077764856535,23.53563360277741,9.0,6,16.0,1987,0.178916796,B,B,18,3594,4,192.0,1,5,B,191951.3782946607,168.85365535209382,38.23988829830323
13770,54,3.0,62.17540336583106,39.3635781512896,6.0,9,9.0,1976,0.006076152,B,B,30,5285,0,645.0,6,6,B,243986.353968664,157.95160472167115,15.24251676750436
15514,10,2.0,49.71288563827101,32.3792424280507,6.0,3,9.0,1970,0.282797669,B,B,33,8667,2,900.0,0,6,B,216147.9574798892,153.53319568466455,18.530390305864895
8485,7,2.0,73.69809118558946,44.317004103387184,11.0,8,17.0,2006,0.130617806,B,B,39,10418,9,900.0,1,9,B,321130.4810776547,166.29754803293812,24.821172420270308
11558,4,1.0,29.4128728676612,17.685012886182555,4.0,1,8.0,1963,0.327018035,B,B,12,2270,23,2500.0,1,0,B,168150.1103617163,166.31524702275854,22.61802140458282
1433,62,1.0,46.29688156391805,32.781260192155735,0.0,8,0.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,122609.32970300523,141.22971872507966,0.0
14621,59,2.0,73.43171869135142,32.781260192155735,1.0,25,25.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B,366701.09869679366,224.00517326336035,3.0505233604145916
6008,27,1.0,38.89188108054314,21.889666695981607,8.0,5,9.0,2002,0.041116354,B,B,53,14892,4,900.0,1,4,B,173145.86363949612,177.67233106241272,36.546924679618805
6225,156,1.0,39.83774120221615,23.28136789732528,7.0,13,17.0,2010,0.007658515,B,B,35,7077,56,2301.0,3,19,B,269691.7295026341,171.11426346556286,30.06696183347632
10490,58,2.0,41.1803535673621,23.268717303773407,6.0,11,12.0,1968,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B,161374.72502505252,176.97732552143742,25.785692961369218
16023,67,1.0,42.14280005584608,22.97423521503176,8.0,12,17.0,2000,0.0077202819999999,B,B,38,4788,2,900.0,0,4,B,210316.4970403913,183.43505087939798,34.821616150102344
10772,58,3.0,60.31500109313421,62.70137045985639,6.0,9,9.0,1970,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B,193637.6682590033,96.19407143859794,9.569168833146016
857,6,2.0,52.25541523292747,32.781260192155735,1.0,7,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,145970.75277489133,159.40636487620975,3.0505233604145916
10952,45,3.0,78.19841555735384,78.28739027117942,1.0,4,12.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,375292.6528468192,99.88634860158528,1.2773449166412412
13114,6,1.0,47.60092852929478,32.781260192155735,0.0,11,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,136831.39002299038,145.2077444560391,0.0
13065,66,2.0,56.07125070081644,34.077837403998984,6.0,4,5.0,1954,0.161975568,B,A,31,7010,5,4508.0,3,7,B,257967.32218006192,164.53875883050188,17.606751064831094
6431,25,3.0,85.79081349987743,32.781260192155735,1.0,9,25.0,2018,0.069753361,B,B,53,13670,4,900.0,1,11,B,328680.8694070161,261.70688069034765,3.0505233604145916
7908,2,1.0,40.62363986204389,21.439220752420407,7.0,2,5.0,1960,0.0,B,B,33,7425,1,900.0,2,5,B,198351.87497277115,189.482819040695,32.650440428016616
10866,107,1.0,40.35313492316142,26.6972836884565,7.0,6,5.0,1964,0.050272014,B,B,21,4231,14,1020.0,0,3,B,208645.77468587767,151.1507140354114,26.219895932808672
11605,62,1.0,35.20415600722543,21.74216542030591,8.0,10,9.0,1975,0.002211665,B,B,39,7614,3,900.0,1,5,A,90379.12439791238,161.9165125767409,36.79486309366623
4081,55,2.0,54.267396709172594,33.95379080272393,9.0,17,17.0,1987,0.041365446,B,B,31,5569,0,900.0,1,4,B,239628.4523112632,159.82721052996243,26.506613215270143
4948,34,2.0,61.36320476474364,56.8493483052845,9.0,23,25.0,2018,0.069753361,B,B,53,13670,4,900.0,1,11,B,277013.3515695761,107.94003202150965,15.831316045470645
4014,6,2.0,63.184422013103685,61.14289377226982,1.0,17,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,190762.98155043612,103.33894605714549,1.6355130388897794
13821,122,3.0,101.1624919173764,66.99999508143435,11.0,14,15.0,1999,0.033493708,B,B,66,10573,1,1322.0,3,8,B,452719.6194484482,150.98880499083566,16.417911653023527
12158,38,1.0,63.15291518809538,36.5567326889785,1.0,20,18.0,2015,0.060753049,B,B,15,2787,2,520.0,0,7,B,183927.829700604,172.75317169451353,2.7354742244278585
16306,27,3.0,89.74812626815239,32.781260192155735,1.0,8,8.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,213138.70851951308,273.7787557344373,3.0505233604145916
14973,125,3.0,120.8645286875186,65.75858946440898,19.0,7,10.0,1999,0.194489265,B,B,47,8004,3,125.0,3,5,B,536670.6727842946,183.80036687516696,28.89356379866316
14672,163,2.0,63.54168323328847,35.3155818551006,9.0,13,16.0,1972,0.007658515,B,B,35,7077,56,2301.0,3,19,B,363435.121744254,179.92534710032305,25.484501535120923
8899,27,2.0,60.08522461072536,32.781260192155735,1.0,16,15.0,1977,0.211401214,B,B,9,1892,0,900.0,0,1,B,137285.6974444947,183.29138129077546,3.0505233604145916
4043,46,1.0,39.41841888789636,40.09096380384257,1.0,15,1.0,2014,0.0,B,B,47,11319,0,1145.0,3,5,B,229770.37652664504,98.32245261242197,2.494327661696558
14059,30,2.0,67.44238315916587,39.857260099021104,1.0,17,1.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,181473.71940782032,169.20978258819716,2.5089531932591624
4337,27,3.0,77.0418178696083,80.66420944259151,1.0,12,19.0,2017,0.211401214,B,B,9,1892,0,900.0,0,1,B,170167.79313006534,95.5092951409122,1.239707184772817
10479,8,2.0,44.45457482140353,29.496176668417203,5.0,3,5.0,1969,0.219006007,B,B,28,6746,3,900.0,1,4,B,176376.65409859977,150.71300704881835,16.951349512880125
5324,90,1.0,37.613357724104326,20.84470675669443,7.0,2,17.0,1990,0.246031548,B,A,22,3151,4,2715.0,3,3,B,207856.71342024757,180.44560742992715,33.58166695126042
5198,7,3.0,91.90401514440286,62.839715671427776,7.0,6,5.0,1937,0.130617806,B,B,39,10418,9,900.0,1,9,B,309690.98158393835,146.25148150724394,11.139452057041673
7906,67,1.0,39.99847191935383,21.143106345240604,6.0,8,9.0,1975,0.0077202819999999,B,B,38,4788,2,900.0,0,4,B,186084.0696275365,189.17973199504644,28.378043897748373
11133,111,2.0,64.11790362277472,38.336145071320026,10.0,7,18.0,2007,0.093442564,B,B,23,4635,5,3300.0,2,4,B,375823.7232132647,167.25182853803028,26.085043191995805
3530,9,3.0,73.01125384224548,47.252696014612,9.0,6,10.0,1993,0.161531741,B,B,25,5648,1,30.0,2,4,B,249049.7590691308,154.51235590804836,19.04653228086059
9589,18,1.0,40.76598422914002,21.15669016309435,8.0,2,17.0,1988,0.0,B,B,30,5562,0,900.0,0,5,A,156041.93646711114,192.68601995340484,37.81309807124353
10853,9,3.0,74.45716390090914,44.0343927586541,10.0,10,17.0,1994,0.069753361,B,B,53,13670,4,900.0,1,11,B,328387.80056256545,169.08865828807424,22.7095217477132
4599,46,3.0,62.96740629302497,42.020836002806114,5.0,4,5.0,1968,0.0,B,B,47,11319,0,1145.0,3,5,B,232136.77840150337,149.84805701823748,11.898858936709647
10959,148,1.0,47.14422535617709,32.781260192155735,8.0,10,12.0,2014,0.313924552,B,B,22,4625,11,3855.0,2,10,B,231866.1033558153,143.81456075766815,24.404186883316733
6020,1,3.0,75.71411139862886,45.72798450070715,10.0,16,17.0,1994,0.025609157,B,B,33,5261,0,240.0,3,1,B,236130.6897472792,165.5750023215171,21.868446880367877
13469,27,1.0,38.871709915909626,38.94896931928548,1.0,8,17.0,2019,0.011654127,B,B,4,915,0,900.0,0,0,B,118291.54055106752,99.80163941504455,2.567462034238869
12854,46,1.0,34.17510520423177,18.61002125042133,6.0,6,9.0,1970,0.0,B,B,47,11319,0,1145.0,3,5,B,168432.15295425337,183.63818474123477,32.24069397483445
4104,45,2.0,51.76719824250682,31.58199012852843,8.0,9,12.0,1970,0.195781053,B,B,23,5212,6,900.0,3,2,B,238730.47548946703,163.9136673522826,25.33089259873302
11214,30,2.0,74.6558906846343,72.41353382487458,1.0,2,1.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,165695.61920755025,103.09659913184552,1.3809573254889167
3655,27,1.0,42.06758037602813,23.15738710077987,10.0,19,14.0,2012,0.211401214,B,B,9,1892,0,900.0,0,1,B,64958.98352874865,181.65944280739436,43.18276477601063
5764,53,2.0,55.752678057258,34.37271070707854,8.0,13,12.0,1992,0.313924552,B,B,22,4625,11,3855.0,2,10,B,147119.85280451097,162.20041105392536,23.27427728402148
5647,89,2.0,45.68288810303312,29.9591618514146,5.0,1,5.0,1960,0.1363303,B,B,30,6141,10,262.0,3,6,B,193439.7893508196,152.48386563550036,16.689385453431544
3473,1,1.0,37.42581837500241,37.94438671856103,1.0,11,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,135368.92367768055,98.63334635659045,2.635435927366922
35,7,2.0,43.94828799946549,28.578213386225425,4.0,6,5.0,1964,0.130617806,B,B,39,10418,9,900.0,1,9,B,180923.16951988928,153.78248949827065,13.996676230040267
4416,131,3.0,71.34864003826527,48.502987746832325,6.0,7,16.0,1969,0.0,B,B,23,3684,2,900.0,0,4,B,479685.49020376,147.10153611707142,12.370371968254375
13914,23,3.0,74.2223883285818,44.992258666228274,13.0,5,3.0,2020,0.005767451,B,B,1,388,0,900.0,0,0,B,106209.37232131817,164.9670199471315,28.893859489116856
12905,120,4.0,66.83129469945099,44.89742714179632,5.0,9,9.0,1976,0.341071945,B,B,27,5664,48,2300.0,3,11,B,384813.9365021177,148.85328392734513,11.13649560409967
1417,9,2.0,56.08332529736144,31.06648018864311,8.0,3,12.0,1985,0.136244425,B,B,11,2370,0,900.0,0,1,B,198792.63123715867,180.5268088203429,25.75122753341249
13929,17,3.0,82.19041414010236,54.39115999885265,9.0,3,9.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B,366504.9719041069,151.10987546843296,16.546806503464627
2929,30,4.0,121.71772613550264,67.78064049855574,1.0,1,2.0,2017,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,224808.502772522,179.575945639074,1.4753475220130265
14454,75,2.0,56.27402263869407,35.62098394793972,8.0,3,5.0,1960,0.122090347,B,B,29,6566,7,1894.0,4,0,B,218077.91176690915,157.97997809644698,22.45867214586786
7434,27,3.0,77.32977362651529,43.68012147756665,10.0,18,20.0,1977,0.017647053,B,B,2,469,0,900.0,0,0,B,222112.92378935523,177.03653518049512,22.893709224540103
13823,8,2.0,44.14866320948336,30.630525944969783,5.0,1,5.0,1966,0.092290642,B,B,21,4346,2,165.0,1,2,B,182938.07252807,144.13289307797066,16.32358520053787
13087,20,1.0,43.42726051988634,21.911174134153587,12.0,6,17.0,1999,0.019508796,B,B,37,7687,11,176.0,5,5,B,318852.5730106035,198.1968663751113,54.76657675453024
6350,8,3.0,85.38666833696891,51.70979033548499,10.0,8,14.0,2010,0.43788524,B,B,23,5735,3,1084.0,0,5,B,395069.0726419405,165.12669609177223,19.338697633700644
3222,6,1.0,39.57326663767467,32.781260192155735,10.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,114690.54345752344,120.71917432614198,30.50523360414592
10657,23,1.0,42.72721843126044,32.781260192155735,0.0,3,4.0,1977,0.034656082,B,B,0,168,0,900.0,0,0,B,86161.44185066284,130.34037795009687,0.0
7068,146,1.0,32.42894466602105,22.892379788193026,10.0,4,25.0,2017,0.236108458,B,B,16,3893,27,900.0,3,10,B,157556.03944595126,141.65825032636673,43.682658126952795
9358,25,3.0,62.3551147268073,40.61214585518633,7.0,3,5.0,1983,0.069753361,B,B,53,13670,4,900.0,1,11,B,64298.21633678255,153.5380941188172,17.236222939217267
5726,42,2.0,61.20928734255386,33.22643886263861,12.0,10,17.0,2006,0.158249043,B,B,21,5731,0,900.0,1,0,B,250613.21515110647,184.2186205858507,36.11581743565475
3449,6,2.0,65.74417098430696,32.781260192155735,12.0,8,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,169730.18617755498,200.5541293987196,36.6062803249751
6531,23,1.0,38.53001965285644,34.08946550983865,0.0,2,5.0,1977,0.005767451,B,B,1,388,0,900.0,0,0,B,68177.17857768822,113.02617708023668,0.0
688,58,1.0,44.33929555145821,32.781260192155735,1.0,7,22.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,130799.83177440224,135.25805686405005,3.0505233604145916
11531,101,2.0,57.06006521359917,34.619816624437014,8.0,3,5.0,1961,0.225824954,A,B,41,6558,7,1548.0,3,2,B,230989.273523226,164.81908564854243,23.108152439932503
4151,53,2.0,54.40200004885281,33.23489924507464,8.0,1,12.0,1982,0.313924552,B,B,22,4625,11,3855.0,2,10,B,251614.57148503276,163.68937858872889,24.0710824516358
3529,136,2.0,49.59369196042837,31.75347935149735,6.0,13,12.0,1974,0.019508796,B,B,37,7687,11,176.0,5,5,B,257764.0494121897,156.18348909562806,18.89556710804061
15342,134,1.0,31.938837435441705,22.66736416628173,5.0,4,8.0,1963,0.015016892,B,B,17,3079,59,2890.0,0,8,B,215108.3188278832,140.90229989312795,22.05814475525842
5080,9,2.0,51.90793717337542,53.78853599379078,1.0,1,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,154970.5918389769,96.50371815170345,1.8591322138149247
2639,13,1.0,35.075562306983684,21.536219410939392,6.0,8,9.0,1981,0.090799103,B,B,74,19083,2,900.0,5,15,B,138458.8711067003,162.86777933348384,27.86004305357458
2310,58,1.0,51.28332025619579,32.781260192155735,1.0,4,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,106975.3400115583,156.44096644114808,3.0505233604145916
15851,160,2.0,56.97453151467055,32.150601769946235,9.0,7,17.0,1989,0.0,B,B,39,8647,0,810.0,0,5,B,197979.1047070552,177.2114000302453,27.993255194411404
531,17,3.0,61.99002265009396,47.29862992378276,6.0,3,9.0,1969,0.000991363,B,B,33,6783,3,900.0,1,9,B,274922.189256255,131.0609266060877,12.685356869043412
16344,130,2.0,63.6158374076285,36.31173891408199,8.0,6,7.0,1957,0.341071945,B,B,27,5664,48,2300.0,3,11,B,303698.7755904624,175.19358562846946,22.03144283155642
5927,57,10.0,59.05697501990758,36.22307210462361,10.0,22,22.0,2002,0.090799103,B,B,74,19083,2,900.0,5,15,B,317265.3237919713,163.03690324589942,27.60671422654837
13641,6,1.0,50.6212065052064,32.781260192155735,1.0,14,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,153550.03279950802,154.42117297650324,3.0505233604145916
14339,62,1.0,49.30235656142082,29.667366743483324,11.0,9,17.0,2017,0.072157581,B,B,2,629,1,900.0,0,0,A,116391.728194021,166.18379712533968,37.077776720497916
12066,27,2.0,64.98238284700433,4.479819073820114,1.0,2,1.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,194049.9490357764,1450.5581983602601,22.32233006560378
15356,31,3.0,75.63391151259043,51.53593643477708,8.0,5,5.0,1957,0.151346216,B,A,32,5889,10,830.0,4,1,B,411373.419207315,146.75955603971863,15.523148609368242
9794,74,2.0,44.829835980725775,32.41024742830256,5.0,4,12.0,1971,0.309479124,B,B,35,7715,4,990.0,0,6,B,179019.44575138672,138.31994365330792,15.427219465266104
